id,time,ob
F6054,2019-01-15 08:00:00,13.5
F6054,2019-01-16 08:00:00,16.4
F6054,2019-01-17 08:00:00,12.5
F6054,2019-01-24 08:00:00,11.3
F6054,2019-01-25 08:00:00,8.2
F6054,2019-02-01 08:00:00,12.7
F6054,2019-02-02 08:00:00,13.2
F6054,2019-02-03 08:00:00,5.5
F6054,2019-02-04 08:00:00,16.9
F6054,2019-02-05 08:00:00,8.4
F6054,2019-02-06 08:00:00,6.1
F6054,2019-02-07 08:00:00,5.6
F6054,2019-02-08 08:00:00,14.6
F6054,2019-02-09 08:00:00,15.2
F6054,2019-02-10 08:00:00,13.8
F6054,2019-02-11 08:00:00,15.4
F6054,2019-02-12 08:00:00,9.0
F6054,2019-02-13 08:00:00,13.2
F6054,2019-02-14 08:00:00,12.4
F6054,2019-02-15 08:00:00,6.6
F6054,2019-02-16 08:00:00,12.6
F6054,2019-02-17 08:00:00,14.8
F6054,2019-02-18 08:00:00,12.3
F6054,2019-02-19 08:00:00,6.6
F6054,2019-02-20 08:00:00,7.9
F6054,2019-02-21 08:00:00,10.1
F6054,2019-02-22 08:00:00,9.6
F6054,2019-02-23 08:00:00,14.7
F6054,2019-02-24 08:00:00,13.0
F6054,2019-02-25 08:00:00,10.5
F6054,2019-02-26 08:00:00,12.4
F6054,2019-02-27 08:00:00,7.2
F6054,2019-02-28 08:00:00,11.2
F6054,2019-03-01 08:00:00,10.4
F6054,2019-03-02 08:00:00,9.4
F6054,2019-03-04 08:00:00,11.9
F6054,2019-03-05 08:00:00,13.5
F6054,2019-03-06 08:00:00,10.6
F6054,2019-03-07 08:00:00,19.6
F6054,2019-03-08 08:00:00,15.9
F6054,2019-03-09 08:00:00,10.9
F6054,2019-03-11 08:00:00,11.6
F6054,2019-03-12 08:00:00,8.6
F6054,2019-03-13 08:00:00,12.2
F6054,2019-03-14 08:00:00,11.2
F6054,2019-03-15 08:00:00,14.4
F6054,2019-03-16 08:00:00,12.5
F6054,2019-03-17 08:00:00,12.7
F6054,2019-03-18 08:00:00,3.3
F6054,2019-03-19 08:00:00,8.9
F6054,2019-03-20 08:00:00,4.5
F6054,2019-03-21 08:00:00,9.3
F6054,2019-03-22 08:00:00,14.8
F6054,2019-03-23 08:00:00,16.9
F6054,2019-03-24 08:00:00,14.5
F6054,2019-03-25 08:00:00,10.1
F6054,2019-03-26 08:00:00,8.9
F6054,2019-03-27 08:00:00,2.4
F6054,2019-03-28 08:00:00,3.6
F6054,2019-06-05 08:00:00,4.8
F6054,2019-06-06 08:00:00,4.0
F6054,2019-06-07 08:00:00,6.7
F6054,2019-06-08 08:00:00,7.9
F6054,2019-06-09 08:00:00,6.7
F6054,2019-06-10 08:00:00,3.3
F6054,2019-06-11 08:00:00,14.5
F6054,2019-06-12 08:00:00,12.0
F6054,2019-06-13 08:00:00,6.4
F6054,2019-06-14 08:00:00,7.1
F6054,2019-06-15 08:00:00,8.7
F6054,2019-06-16 08:00:00,9.9
F6054,2019-06-17 08:00:00,7.8
F6054,2019-06-18 08:00:00,5.3
F6054,2019-06-19 08:00:00,5.4
F6054,2019-06-20 08:00:00,3.6
F6054,2019-06-21 08:00:00,5.0
F6054,2019-06-22 08:00:00,7.2
F6054,2019-06-23 08:00:00,5.3
F6054,2019-06-24 08:00:00,10.9
F6054,2019-06-25 08:00:00,6.0
F6054,2019-06-26 08:00:00,4.4
F6054,2019-06-27 08:00:00,7.4
F6054,2019-06-28 08:00:00,7.0
F6054,2019-06-29 08:00:00,8.2
F6054,2019-06-30 08:00:00,5.7
F6054,2019-07-01 08:00:00,4.8
F6054,2019-07-02 08:00:00,8.1
F6054,2019-07-04 08:00:00,6.6
F6054,2019-07-05 08:00:00,4.8
F6054,2019-07-06 08:00:00,4.6
F6054,2019-07-07 08:00:00,7.4
F6054,2019-07-08 08:00:00,7.4
F6054,2019-07-09 08:00:00,6.6
F6054,2019-07-10 08:00:00,7.0
F6054,2019-07-11 08:00:00,6.6
F6054,2019-07-12 08:00:00,7.0
F6054,2019-07-13 08:00:00,6.6
F6054,2019-07-14 08:00:00,7.3
F6054,2019-07-15 08:00:00,7.0
F6054,2019-07-16 08:00:00,8.4
F6054,2019-07-17 08:00:00,10.9
F6054,2019-07-18 08:00:00,7.8
F6054,2019-07-19 08:00:00,6.7
F6054,2019-07-20 08:00:00,8.1
F6054,2019-07-21 08:00:00,8.2
F6054,2019-07-22 08:00:00,8.1
F6054,2019-07-23 08:00:00,3.8
F6054,2019-07-24 08:00:00,4.2
F6054,2019-07-25 08:00:00,6.1
F6054,2019-07-26 08:00:00,3.3
F6054,2019-07-27 08:00:00,5.1
F6054,2019-07-28 08:00:00,4.6
F6054,2019-07-29 08:00:00,6.9
F6054,2019-07-30 08:00:00,4.9
F6054,2019-08-01 08:00:00,8.0
F6054,2019-08-05 08:00:00,8.4
F6054,2019-08-06 08:00:00,3.2
F6054,2019-08-08 08:00:00,9.3
F6054,2019-09-11 08:00:00,8.8
F6054,2019-09-17 08:00:00,15.4
F6054,2019-09-18 08:00:00,15.0
F6054,2019-09-19 08:00:00,17.3
F6054,2019-09-20 08:00:00,9.9
F6054,2019-09-21 08:00:00,5.3
F6054,2019-09-22 08:00:00,8.3
F6054,2019-09-23 08:00:00,9.5
F6054,2019-09-24 08:00:00,10.4
F6054,2019-09-25 08:00:00,12.1
F6054,2019-09-26 08:00:00,10.1
F6054,2019-09-27 08:00:00,11.0
F6054,2019-09-28 08:00:00,9.7
F6054,2019-09-29 08:00:00,12.5
F6054,2019-09-30 08:00:00,9.6
F6054,2019-10-09 08:00:00,9.6
F6054,2019-10-10 08:00:00,7.2
F6054,2019-10-11 08:00:00,4.4
F6054,2019-10-12 08:00:00,7.5
F6054,2019-10-13 08:00:00,12.0
F6054,2019-10-14 08:00:00,16.5
F6054,2019-10-15 08:00:00,20.9
F6054,2019-10-18 08:00:00,11.7
F6054,2019-10-19 08:00:00,11.8
F6054,2019-10-20 08:00:00,11.6
F6054,2019-10-21 08:00:00,10.1
F6054,2019-10-22 08:00:00,10.9
F6054,2019-10-23 08:00:00,10.3
F6054,2019-10-24 08:00:00,12.6
F6054,2019-10-25 08:00:00,12.7
F6054,2019-10-26 08:00:00,11.9
F6054,2019-10-27 08:00:00,9.3
F6054,2019-10-28 08:00:00,5.5
F6054,2019-10-29 08:00:00,13.1
F6054,2019-10-30 08:00:00,15.7
F6054,2019-11-01 08:00:00,14.8
F6054,2019-11-04 08:00:00,14.9
F6054,2019-11-05 08:00:00,15.5
F6054,2019-11-06 08:00:00,14.9
F6054,2019-11-07 08:00:00,13.7
F6054,2019-11-08 08:00:00,14.7
F6054,2019-11-09 08:00:00,16.4
F6054,2019-11-10 08:00:00,10.9
F6054,2019-11-11 08:00:00,8.3
F6054,2019-11-13 08:00:00,6.6
F6054,2019-11-15 08:00:00,10.6
F6054,2019-11-19 08:00:00,18.0
F6054,2019-11-20 08:00:00,18.6
F6054,2019-11-22 08:00:00,8.3
F6054,2019-11-25 08:00:00,18.6
F6054,2019-11-26 08:00:00,14.5
F6054,2019-11-27 08:00:00,13.2
F6054,2019-11-28 08:00:00,16.6
F6054,2019-11-29 08:00:00,13.0
F6054,2019-11-30 08:00:00,9.5
F6054,2019-12-01 08:00:00,3.9
F6054,2019-12-02 08:00:00,14.2
F6054,2019-12-03 08:00:00,17.6
F6054,2019-12-04 08:00:00,19.7
F6054,2019-12-05 08:00:00,17.5
F6054,2019-12-06 08:00:00,16.5
F6054,2019-12-07 08:00:00,15.9
F6054,2019-12-08 08:00:00,13.7
F6054,2019-12-09 08:00:00,9.3
F6054,2019-12-10 08:00:00,8.5
F6054,2019-12-11 08:00:00,10.1
F6054,2019-12-12 08:00:00,18.3
F6054,2019-12-13 08:00:00,11.3
F6054,2019-12-14 08:00:00,10.5
F6054,2019-12-15 08:00:00,10.8
F6054,2019-12-16 08:00:00,9.4
F6054,2019-12-17 08:00:00,4.7
F6054,2019-12-18 08:00:00,12.5
F6054,2019-12-19 08:00:00,13.1
F6054,2019-12-20 08:00:00,14.2
F6054,2019-12-21 08:00:00,7.9
F6054,2019-12-22 08:00:00,3.9
F6054,2019-12-23 08:00:00,10.4
F6054,2019-12-24 08:00:00,6.9
F6054,2019-12-25 08:00:00,8.8
F6054,2019-12-26 08:00:00,6.0
F6054,2019-12-27 08:00:00,15.6
F6054,2019-12-28 08:00:00,13.5
F6054,2019-12-29 08:00:00,11.0
F6054,2019-12-30 08:00:00,9.3
F6054,2019-12-31 08:00:00,17.6
